,youtube_id,comment,like_num,processed_comment
286,AaronHong,뮤직비디오가 너무 설래는게 좋습니다. 혹시 누구 이 비디오에 사용되는 카메라렌즈(?) 아니면 톤 아시는분 있으신가요?,0개,"['뮤직비디오', '설', '늘다', '좋다', '혹시', '누구', '이', '비디오', '사용', '되다', '카메라', '렌즈', '아니다', '톤', '아시', '분', '있다', '가요']"
287,김예빈,얼마나 좋을까?,1개,"['얼마나', '좋다']"
288,김선호,안돼 그만 고추 넣어둬,1개,"['돼다', '고추', '넣다', '두다']"
289,김태웅,아 목소리너무 사랑스럽다 ^^,0개,"['목소리', '사랑스럽다']"
290,덕주강,이노래정말좋아요♡ 나만 봄이라는노래1번만봐는데너무좋아여,1개,"['노래', '정말', '좋다', '나', '봄', '노래', '번만', '보다', '좋다']"
291,Klala,넘좋아♡♡♡♡,0개,"['넘다', '좋다']"
292,브루주아,안졍 화살없이도 사랑할수있는데 ㅠㅠㅠㅠ,0개,"['안졍', '화살', '없다', '사랑', '하다']"
293,수영,"안돼 그만둬 거기까지 해
더 다가가면 너 정신 못 차려
 
안돼 그만해 꽃은 넣어둬 
그냥 좀 바람이 불게 놔줘

왜 그럴까 사람들은 그냥 봄기운이 좋아 
눈치 없이 밖을 나가는 걸까
 
왜 이럴까 뭐가 설렌다고 봄바람이 좋아
내 맘도 모르고 더 불어와
 
flower sunshine 완벽한 하루를 
(플라 워 선사인) 

사실 너와 걸을 수 있다면 얼마나 좋을까
좋아한다고 말하기가 무서워서 
네 곁을 맴돌고 있는 난
 
벚꽃도 뭐고 다 필요 없어 
나는 네 곁에 있고 싶어 딱 붙어서
 
봄이 지나갈 때까지 
다른 사람 다 사라져라 나만
 봄
 
 
왜 그럴까 사람들은 그냥 봄기운이 좋아 
눈치 없이 밖을 나가는 걸까
 
왜 이럴까 뭐가 설렌다고 봄바람이 좋아 
내 맘도 모르고 더 불어와
 
flower sunshine  완벽한 하루를 
(플라워 선사인) 

사실 너와 걸을 수 있다면 얼마나 좋을까
좋아한다고 말하기가 무서워서 
네 곁을 맴돌고 있는 난
 
벚꽃도 뭐고 다 필요 없어 
나는 네 곁에 있고 싶어 딱 붙어서
 
봄이 지나갈 때까지 다른 사람 다 사라져라
 
언제 봄이 왔는지 내 맘도 모르고 
봄바람이 자꾸만 불어와
 
네 곁에 딱 붙어서 떨어지지 않고 
싶어 내 맘을 이제 말하고 싶어
 
벚꽃도 뭐고 다 필요 없어 
나는 네 곁에 있고 싶어 딱 붙어서
 
봄이 지나갈 때까지 
다른 사람 다 사라져라 나만
 봄",50개,"['돼다', '그만두다', '거기', '해', '더', '다가가다', '너', '정신', '못', '차려', '돼다', '그만하다', '꽃', '넣다', '두다', '그냥', '좀', '바람', '불', '놓다', '왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '눈치', '밖', '나가다', '걸다', '왜', '이렇다', '뭐', '설레다', '봄바람', '좋다', '내', '맘', '모르다', '더', '불어오다', '완벽하다', '하루', '플', '워', '선사', '사실', '너', '걸', '수', '있다', '얼마나', '좋다', '좋아하다', '말', '하다', '무섭다', '네', '곁', '맴돌다', '있다', '난', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '나', '봄', '왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '눈치', '밖', '나가다', '걸다', '왜', '이렇다', '뭐', '설레다', '봄바람', '좋다', '내', '맘', '모르다', '더', '불어오다', '완벽하다', '하루', '플라워', '선사', '사실', '너', '걸', '수', '있다', '얼마나', '좋다', '좋아하다', '말', '하다', '무섭다', '네', '곁', '맴돌다', '있다', '난', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '언제', '봄', '오다', '내', '맘', '모르다', '봄바람', '자꾸만', '불어오다', '네', '곁', '붙다', '떨어지다', '않다', '싶다', '내', '맘', '이제', '말', '싶다', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '나', '봄']"
294,박성은,볼빨간사춘기 님 진짜 정말 노래 너무 좋습니다 진짜ㅠㅜ 특히 안지영님 이번에 큐피트..?컨셉 너무 귀엽고 사랑스럽고 예쁘고 그냥..(말잇못) 감사하고 팬입니다!!계속 노래 많이많이 만들어주세요♥♥♥♥,294개,"['볼', '빨갛다', '사춘기', '진짜', '정말', '노래', '좋다', '진짜', '안지영', '이번', '큐피트', '컨셉', '귀엽다', '사랑스럽다', '예쁘다', '그냥', '말', '잇다', '감사하다', '팬', '이다', '계속', '노래', '만들다']"
295,계란찜같이생겨가지구,다시 봄이 왔어  ㅠㅠㅠㅠㅠㅠ 이 노래 시험기간에 도서관에서 공부하기 싫을때 맨날 들었었는데 ㅠㅠㅠㅠ ㄹㅇ 추억이 되버렸어 이 노래 들으면 그때 시험기간이 생각나는데 진짜 스트레스 안받고 공부했던거 같음 평균도 원하는만큼 나오고 ..... 지금은 코로나 때문에 시험기간 조차 안와  .....,4개,"['다시', '봄', '오다', '이', '노래', '시험', '기간', '도서관', '공부', '하다', '싫다', '때', '들다', '추억', '되다', '버리다', '이', '노래', '들다', '그때', '시험', '기간', '생각나다', '진짜', '스트레스', '받다', '공부', '하다', '같다', '평균', '원하다', '나오다', '지금', '코로나', '때문', '시험', '기간', '조차', '안']"
296,이쨍쨍,우와아왕 노래짱좋당!!,0개,"['왕', '노래', '좋다']"
297,하영,"아 진짜.. 볼사 노래는 전부
처음듣는 노래인데도 불구하고
오래전에 들었던거 같은 익숙한
느낌과 멜로디가 킬포다ㅜ♥♥",694개,"['진짜', '보다', '노래', '전부', '처음', '듣다', '노랗다', '불구', '들다', '같다', '익숙하다', '느낌', '멜로디', '킬포']"
298,해외파외국인,"다비치 처럼 우쥰도 파트 줬음 좋겠다
우주를 줄게 처럼 랩도 좋은데..
노래 넘 좋당 ㅠ",192개,"['다비치', '처럼', '우쥰', '파트', '주다', '좋다', '우주', '줄', '처럼', '랩', '좋다', '노래', '넘다', '좋다']"
299,뭘봐,노래좋당❤️,0개,"['노래', '좋다']"
300,셀리sally,대박,1개,['대박']
301,도영,저이래좋아서전화벨소리로했어욥!,0개,"['저', '좋다', '전화', '벨소리', '하다', '욥']"
302,SaminUtuber사민,또 이런 러블리한 콘텐츠 기다리는중🥺😭😭💗💕,0개,"['또', '이렇다', '러블리', '콘텐츠', '기다리다', '중']"
303,아멘성운,저런 화살은 맞고 싶네!! ㅠㅠ,0개,"['저런', '화살', '맞다', '싶다']"
304,엄태윤,Kor한국인ea,1개,['한국인']
305,다윤팡,노래 넘 좋네요ㅠ♡♡♡♡,0개,"['노래', '넘다', '좋다']"
306,인간,우쥰한테도 화살쐇는데 우쥰은 왜 안반하냐?,4개,"['우쥰한테', '화살', '쐇', '늘다', '우쥰', '왜', '반하다']"
307,mp,"안돼 그만둬 거기까지 해
더 다가가면 너 정신 못 차려
안돼 그만해 꽃은 넣어둬
그냥 좀 바람이 불게 놔줘
왜 그럴까 사람들은 그냥 봄기운이 좋아
눈치 없이 밖을 나가는 걸까
왜 이럴까 뭐가 설렌다고 봄바람이 좋아
내 맘도 모르고 더 불어와
Flower sunshine 완벽한 하루를 사실
너와 걸을 수 있다면 얼마나 좋을까
좋아한다고 말하기가 무서워서
네 곁을 맴돌고 있는 난
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라 나만 봄
왜 그럴까 사람들은 그냥 봄기운이 좋아
눈치 없이 밖을 나가는 걸까
왜 이럴까 뭐가 설렌다고 봄바람이 좋아
내 맘도 모르고 더 불어와
Flower sunshine 완벽한 하루를 사실
너와 걸을 수 있다면 얼마나 좋을까
좋아한다고 말하기가 무서워서
네 곁을 맴돌고 있는 난
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라
언제 봄이 왔는지 내 맘도 모르고
봄바람이 자꾸만 불어와
네 곁에 딱 붙어서 떨어지지 않고 싶어
내 맘을 이제 말하고 싶어
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라 나만 봄",289개,"['돼다', '그만두다', '거기', '해', '더', '다가가다', '너', '정신', '못', '차려', '돼다', '그만하다', '꽃', '넣다', '두다', '그냥', '좀', '바람', '불', '놓다', '왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '눈치', '밖', '나가다', '걸다', '왜', '이렇다', '뭐', '설레다', '봄바람', '좋다', '내', '맘', '모르다', '더', '불어오다', '완벽하다', '하루', '사실', '너', '걸', '수', '있다', '얼마나', '좋다', '좋아하다', '말', '하다', '무섭다', '네', '곁', '맴돌다', '있다', '난', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '나', '봄', '왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '눈치', '밖', '나가다', '걸다', '왜', '이렇다', '뭐', '설레다', '봄바람', '좋다', '내', '맘', '모르다', '더', '불어오다', '완벽하다', '하루', '사실', '너', '걸', '수', '있다', '얼마나', '좋다', '좋아하다', '말', '하다', '무섭다', '네', '곁', '맴돌다', '있다', '난', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '언제', '봄', '오다', '내', '맘', '모르다', '봄바람', '자꾸만', '불어오다', '네', '곁', '붙다', '떨어지다', '않다', '싶다', '내', '맘', '이제', '말', '싶다', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '나', '봄']"
308,정종현,"For english speakers!
Tips for enjoying this song!
""spring only for me"" (나만 봄/na man bom)
sounds exactly same with
""only see me"" (나만 봄/ na man bom)
hope you enjoy this song more😀",288개,"['나', '봄', '나', '봄']"
309,아라니장,#2:03 에 하이라이트 부분 입니다,0개,"['하이라이트', '부분', '이다']"
310,김예빈,말하고 싶어 네 딱붙어서,1개,"['말', '싶다', '네', '붙다']"
311,회색고양이,"코로나 때문에 온라인 수업 하다가 지루해 져서 북마크 제목 기능으로 소설 쓰고 앉아 있음ㅋㅋㅋㅋ
아 ㅅㅂ",0개,"['코로나', '때문', '온라인', '수업', '하다', '지루하다', '북마크', '제목', '기능', '소설', '쓰다', '앉다', '있다']"
312,다메다메,나만 봄,1개,"['나', '봄']"
313,참이슬,이노래 한참 찾았네..,1개,"['이노', '한참', '찾다']"
314,SunyoungJung,아~  외이러지 갑자기 사랑에      빠젔어🤤🤤🤤🤤🤤🤤🤤😍😍😍😍😜😜😜😊😊😊,0개,"['외', '이르다', '갑자기', '사랑', '빠젔어']"
315,최혜지,진짜..너무 예쁘다..,0개,"['진짜', '예쁘다']"
316,김도여비yeop,앜ㅋㅋ 개기여워 ..,0개,"['개', '귀엽다']"
317,은설혜림,저이노래완전팬이에요♡♡♡,0개,"['노래', '완전', '팬']"
318,곤듀맘,"딱 작년 이맘때쯤 이 노래 들으면서 좋아했던 사람이랑 헤어졌는데 ㄸㄹㄹ,,",1개,"['작년', '쯤', '이', '노래', '들다', '좋아하다', '사람', '헤어지다']"
319,김대준,굿 학예왜때ㅜ 불루면 굿,0개,"['굿', '학예', '왜때', '불루', '굿']"
320,Mountanioun,ㅋㅋㅋㅋㅋㅋㅋㅋ 로즈ㅌIㅂI는 우리 싱글 삼촌들도 보고있드라,0개,"['로', '늘다', '우리', '싱글', '삼촌', '보다', '드']"
321,유한별,귀여운동생어디어요,0개,"['귀엽다', '동생', '디어']"
322,배명서,"아뉘 왜 볼빨간 사춘기 노래들은 다  좋은거지? 이 노래도 너무 좋아요 ㅜㅜ 가사두 노래두 뭐 하나 나무랄거 없이 다 좋아서 어떡해 ㅠㅠ
진짜로 이 노래만 하루종일 들어요 ㅠㅠ 아무리 들어도 질리지가 않아 ㅠㅜ",2개,"['뉘', '왜', '볼', '빨갛다', '사춘기', '노래', '좋다', '거지', '이', '노래', '좋다', '가사', '노래', '뭐', '하나', '나무라다', '좋다', '어떻다', '해', '진짜', '이', '노래', '하루', '종일', '들다', '들다', '질리다', '않다']"
323,현이,"이 노래 나오고 몇주후에 대상탔었는데
그때 교육회관 돌아다니면서 독서실에서 나는 특유의 달콤하지만 한정되고 엣된 냄새가
이 노래같음",0개,"['이', '노래', '나오다', '후', '대상', '타다', '그때', '교육', '회관', '돌아다니다', '독서실', '나', '특유', '달콤하다', '한정', '되다', '엣된', '냄새', '이', '노래', '같다']"
324,pullstone,뮤비 진짜 사랑스럽당♡,0개,"['뮤비', '진짜', '사랑스럽다']"
325,조보검,귀여웡♥,0개,['귀여웡']
326,하서,진짜좋다~,0개,"['진짜', '좋다']"
327,설아,"축하합니다!이분은 한국인 댓을 
발견 했습니다!!!",0개,"['축하', '하다', '이분', '한국인', '댓', '발견', '하다']"
328,어어어,존나 귀엽다 진짜,0개,"['존나', '귀엽다', '진짜']"
329,울고있는꼬부기,올해도 봄이 올까,0개,"['올해', '봄', '오다']"
330,침침침침,언니야,1개,['언니']
331,침침침침,언니야,1개,['언니']
332,손유정,난 내가 남자한테 안 설레서 연애세포 다 죽은줄 알았지 뭐야 . 그건 또 아닌것같기도 하고,2개,"['난', '내', '남자', '안', '설레다', '연애', '세포', '죽다', '알다', '뭐', '또', '아니다', '같다', '하다']"
333,이은빈,"대박
매일 보고 있어용
❤❤❤❤❤❤❤",2개,"['대박', '매일', '보고', '있다']"
334,동그리,조이서같아ㅎㅎ,0개,"['이서', '같다']"
335,FarahMedinnaa,대박 나 좌😢❤,0개,"['대박', '나', '좌']"
336,오징어레전드,화살 겁나 현실적으로 꽂히는데요!,0개,"['화살', '겁나다', '현실', '꽂히다']"
337,권승혜,"근데 뮤비 좀 무섭다..
화살쏘고 없던 감정 만들어서 그게 사라지면
지나치고 없던일로 되고..
계속 화살 쏘고 막 그러고.. 좀 싸이코다
진짜 무섭네..ㄷㄷ",0개,"['뮤비', '좀', '무섭다', '화살', '쏘다', '없다', '감정', '만들다', '그게', '사라지다', '지나', '없다', '일로', '되다', '계속', '화살', '쏘다', '막', '그렇다', '좀', '싸이코', '진짜', '무섭다']"
338,뿷꿵쏷,"1:30~1:33 잘못된점을 찾으세요




남자 등에 활쏘고 왜 남자 배에 활 있음 ㅋㅋ",3개,"['되다', '점', '찾다', '남자', '등', '활', '쏘다', '왜', '남자', '배', '활', '있다']"
339,그흘,봄보다 뼈치킨? 오히려 좋아,9개,"['봄', '뼈', '치킨', '오히려', '좋다']"
340,QoqpskZnnzjz,이고 뮤비해석 하신분 없나요 ㅠㅠ,0개,"['뮤비', '해석', '신분', '없다']"
341,Superbentertainments2020,하 맨날 ㅅr고rㅌIㅂI랑 로즈ㅌIㅂI 유튜브만 보다가 라이브는 첨봤는데 라이브가 더좋누,0개,"['고', '로', '유튜브', '보다', '라이브', '보다', '라이브', '더', '좋다', '누']"
342,vlogkanhi,"저 육교에 갔어요
저는 3월부터 오키나와에서 살고 있는데 너무 기뻐요ㅋㅋㅋ
인스타아이디:annyeong_miss_true",7개,"['저', '육교', '가다', '저', '오키나와', '살', '있다', '기쁘다', '인스타', '아이디']"
343,SJLssi,2020년 봄,1개,['봄']
344,이대영,이 노래가 나온지 벌써 1년.. 시간이 너무 야속해 ㅠㅠ,0개,"['이', '노래', '나오다', '벌써', '시간', '야속하다']"
345,은서,다들 이번봄에는 진짜 나가면 안되겠네요...,0개,"['들다', '이번', '봄', '진짜', '나가다', '안되다']"
346,노노,뼈치킨 뇌절하다가 여기까지 옴..,0개,"['뼈', '치킨', '뇌', '절하', '다가', '여기', '옴']"
347,김은희,이거 어릴때 나만 울었나 ㅋㅋ (창피쓰),0개,"['거', '어리다', '때', '나', '울다', '창피', '쓰다']"
348,이재원,두분의 앞날을 응원합니다,0개,"['분', '앞날', '응원', '하다']"
349,실버라도가야하는데,볼사 다시 제데로 입덕 합니다,0개,"['보다', '다시', '입덕', '하다']"
350,달달군이,우쥰 ~,0개,['우쥰']
351,유한별,지호어디언니어요,0개,"['지호', '어디', '어요']"
352,GEONSHIN,(0:38) 코로나 팩트,0개,"['코로나', '팩트']"
353,김정은,한국인 찾아요~,0개,"['한국인', '찾다']"
354,위드연서TV,이노래는너무좋아요,0개,"['노래', '좋다']"
355,김서현,"노래 너무 너무 좋다.
....♥♥♥♥♡♡♡♡💕💕💍💍👍",0개,"['노래', '좋다']"
356,구슬love공주,"머리빗어주는줄 알았는데 날개였어..,",0개,"['머리', '빗어주다', '알다', '날개', '이다']"
357,정진산,너무예뻐용,0개,['예쁘다']
358,한량한노씨,"여행에 이어 이번앨범 타이틀 나만 봄 이노래역시 바닐라맨님께서 작사작곡 참여하셨네요..여행도 바닐라맨님께서 참여하셨던 곡이었는데 이번노래도 대박입니다
👍👍👍👍👍👍",162개,"['여행', '이다', '이번', '앨범', '타이틀', '나', '봄', '노래', '역시', '바닐라', '맨', '작사', '작곡', '참여', '하다', '여행', '바닐라', '맨', '참여', '하다', '곡', '이다', '이번', '노래', '대박', '이다']"
359,구본민,역시 불빨간사춘기야,3개,"['역시', '불', '빨갛다', '사춘기']"
360,김희지,이노래 200은  들어도 안질릴듯,1개,"['이노', '은', '들다', '안질리다']"
361,Top3,여기 댓글 왜이럼ㄷㄷ 사과티비가 대체 뭐길래ㅡㅡ,0개,"['여기', '댓글', '왜', '이렇다', '사과', '티비', '대체', '뭐길']"
362,급식먹자,1:40 책갈피,0개,['책갈피']
363,조선인간,e학습터 때메 내가 본다,0개,"['학습', '터', '때메', '내', '보다']"
364,UnderWaterCat,1:57 이거 진심인듯 한 표정,0개,"['거', '진심', '듯', '하다', '표정']"
365,유한별,귀여운동생어디서요,0개,"['귀엽다', '동생', '어디', '서요']"
366,박혁거세5120년전,지금 보니까 좀 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋ 안지영언니가 쏜 화살 사라지면 남주 자꾸 가려할때마다 하트화살 계속 등에 꽂곸ㄹㅋㄹㅋㄹㄹㄹㅋ,0개,"['지금', '보', '좀', '웃기', '안지영', '쏘다', '화살', '사라지다', '남다', '자꾸', '가다', '하다', '때', '하트', '화살', '계속', '등', '꽂곸']"
367,희원최,날개가 자꾸 새우로 보여...,0개,"['날개', '자꾸', '새우', '보이다']"
368,jinggachanel22,유튜브 댓글에 뭐만하면 로즈ㅌIㅂI길래 쳐다보니까 왜 그런지알겠다,0개,"['유튜브', '댓글', '뭐', '만하', '로', '쳐다보다', '왜', '알', '겠다']"
369,헤이유,거의 1년다되가네.. 시간빠르노 ㅠㅠ,0개,"['거의', '시간', '빠르다']"
370,펭러뷰,몬데 화살 날리고 꼿는거 살벌하냐...,0개,"['모', '화살', '날리다', '꼿는거', '살벌하다']"
371,조민우,강제연애ㄷㄷ,0개,"['강제', '연애']"
372,김지훈,0:40 우지윤님이랑 남자랑 이어줄려는줄 알았는데 알고보니 자기가 가질려고,0개,"['지윤', '남자', '이다', '줄', '알다', '알', '보다', '자기', '가지다']"
373,HanOh,노래가 너무 죻아요 꺄~~~얼굴이 너무 예뻐요,0개,"['노래', '죻아', '꺄', '얼굴', '예쁘다']"
374,조기범,"1:26 
??? : 개인주의야",0개,['개인주의']
375,박민서,0:23 안돼 그만해 ㄱㅊ 넣어둬,0개,"['돼다', '그만하다', '넣다', '두다']"
376,뇸뇸냠냠,좋은 노랜데...솔직히 마지막 부분 보고나서 울컥함..넘 감동...(컾 임.),0개,"['좋다', '노래', '솔직하다', '마지막', '부분', '보다', '함', '넘다', '감동', '컾', '임']"
377,유튜브장르,4/26 지체없이 손절 이날을추억하며... 1년뒤는 웃는다 분명히,0개,"['지체', '손절', '날', '추억', '웃다', '분명하다']"
378,Lionkim,좋아하는 노래였는데 해체한다니 너무 아쉽네요 ;,0개,"['좋아하다', '노랗다', '해체', '다니다', '아쉽다']"
379,별달,풀릴 때마다 쏘는 게 더 웃곀 ㅋㅋㅋㅋ,0개,"['풀리다', '때', '쏘다', '게', '더', '웃곀']"
380,HG,진짜 연출이랑 스토리가 애니메이션같당..❤️ 넘 풋풋 훈훈행 ㅠㅠㅠ,18개,"['진짜', '연출', '스토리', '애니메이션', '같다', '넘다', '풋풋', '훈훈행']"
381,냉동호박,ㅋㅋㅋ 큐피드 화살 등에 꽂아버리는거 개웃기네 ㅋㅋㅋ 표정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1개,"['큐피드', '화살', '등', '꽂다', '버리다', '기네', '표정']"
382,남룬,색감 미쳣냐구요 진짜,0개,"['색감', '미쳣냐구', '진짜']"
383,임지훈,노래도좋고언니 도이뻐요,0개,"['노래', '좋다', '언니', '도', '이쁘다']"
384,카이시류,"봄 = spring / 봄 => 보다 => see
so 봄 mean spring or see
and korean tell ""i started dating her(him)"" = ""Spring has begin for me""
therefore 봄 has many meaning",245개,"['봄', '봄', '보다', '봄', '봄']"
385,DaniloArmy,사과티비보고 나면 단백질 보충제 한사발 빨아야한다는데 사실인가요?,0개,"['사과', '티비', '보고', '나다', '단백질', '보충', '제', '사발', '빨다', '데', '사실']"
386,RiadyPkTV,사과티비보고 나면 단백질 보충제 한사발 빨아야한다는데 사실인가요?,0개,"['사과', '티비', '보고', '나다', '단백질', '보충', '제', '사발', '빨다', '데', '사실']"
387,탬미,조이서  닮았다ㅏ다다ㅏㅏ다다다,1개,"['조이', '닮다', '다다', '다다다']"
388,화이트의달빛밤,예버요,0개,['예버']
389,idsf,광고없이 영상 바로 들어가지니깐 왜캐 행복하냐..^^,0개,"['광고', '영상', '바로', '들어가다', '왜캐', '행복하다']"
390,DreamAddict,사과티비 대체 어디서 보는건데 구글플레이스토어에서 보는거 맞냐?,0개,"['사과', '티비', '대체', '보다', '구글플레이', '스토어', '보다', '맞다']"
391,서준호,0:38Kill0:45더블킬0:50트리플킬1:32쿼드킬미쳐날뛰고있읍니다2:02소환사가 게임을떠낫습니다,0개,"['더블', '킬', '트리플', '킬', '크다', '드킬', '미치다', '날뛰다', '소환', '사가', '게임', '뜨다', '낫다']"
392,쭌사마JUNESAMA,남자모델 너무부러워...,0개,"['남자', '모델', '부럽다']"
393,유한별,지호언니어디서요,0개,"['지호', '어디', '서요']"
394,예준,으아...누나들 기다렸어요,19개,"['누나', '기다리다']"
395,AdityaPradanaPutra,뭐 맨날  로즈ㅌIㅂI래 ㅡㅡ 댓글보고 봤는데 진짜 너무야해서 좋던데 나는 ㅋㅋ루삥뽕,0개,"['뭐', '로', '댓글', '보고', '보다', '진짜', '야하다', '좋다', '나', '루삥뽕']"
396,정하윤,굼굼 해요.,0개,"['굼굼', '해']"
397,하준서,"학교에서 점심시간에 이거 틀어줌.교장쌤이 방송실에서 랜덤으로 노래 아무거나 틀어줌(예)소주한잔,볼빨간사춘기,가호(시작),돌덩이,마이웨이,사랑이란 멜로디는 없어 등",0개,"['학교', '점심시간', '거', '틀어주다', '교장', '쌤', '방송', '실', '랜덤', '노래', '거나', '틀어주다', '예', '소주', '한잔', '볼', '빨갛다', '사춘기', '가호', '시작', '돌', '덩이', '마이웨이', '사랑', '멜로디', '없다', '등']"
398,레몬hljio,감동,0개,['감동']
399,주토피아,곧 다시 듣겠네요,0개,"['곧', '다시', '듣다']"
400,ZahraPutri,멋있는 !!!!,0개,['멋있다']
401,진라면,샌즈복귀 영상 https://youtu.be/Ar-PBDMMsH0,0개,"['새다', '복귀', '영상']"
402,MKuhadiya,사과티비가 이 정도로 유명했음? 개 듣보잡인줄 알았는데 ㄷㄷ,0개,"['사과', '티비', '이', '정도', '유명하다', '개', '듣보잡', '줄', '알다']"
403,한송이의장미처럼밝게빛나는달,"남자 바람 너무 핀다...,..",0개,"['남자', '바람', '피다']"
404,SkiGaming,사과티비가 이 정도로 유명했음? 개 듣보잡인줄 알았는데 ㄷㄷ,0개,"['사과', '티비', '이', '정도', '유명하다', '개', '듣보잡', '줄', '알다']"
405,한바퀴돌아의게임방송,꽃은 넣어도....하앍,0개,"['꽃', '넣다', '하앍']"
406,예린,노래너무잘불러요,0개,"['노래', '잘불르다']"
407,김영욱,봄 에 어울리는 노래! 완전체 볼 빨간 사춘기를 다시 한 번 기대해 봅니다!^^,0개,"['봄', '어울리다', '노래', '완전체', '볼', '빨갛다', '사춘기', '다시', '하다', '번', '기대하다', '보다']"
408,지현이,ㅏㄹ갸거ㅕㅕ랴러댜댜ㅐㅕ댜ㅐㅓㄱ댜ㅐㅕ갸뎌갸뎓갸ㅐ뎌갸뎌ㅑㅐㅔㄷㄷ갸ㅛ겨ㅛ쟈ㅛㅑ져죠ㅑ죠져ㅓㅕㅛ대더얼호호호ㅛ셔ㅣ우퍼ㅗ,0개,"['갸거', '랴러댜댜', '댜', '댜', '갸뎌갸뎓갸', '뎌갸뎌', '갸', '겨', '쟈', '지다', '지다', '대다', '얼', '호호', '호', '우퍼']"
409,장기원,봄!보다가 봄이라지요.봄 같던 옛 사람이 생각나네요.,0개,"['봄', '보다', '보다', '봄', '같다', '사람', '생각나다']"
410,정진영,봄에 어울리는 좋은 노래네요,0개,"['봄', '어울리다', '좋다', '노랗다']"
411,오은정,"딱이시국노래아닌가?
봄꽃 잘 어울리는 예쁜 원피스 하나 입고 남자친구와 함께",2개,"['시국', '노래', '아니다', '봄꽃', '자다', '어울리다', '예쁘다', '원피스', '하나', '입다', '남자친구']"
412,songhappy,요즘  아재가  듣기 시작 해요.,0개,"['요즘', '재', '듣기', '시작', '해']"
413,착한아이,날개가 있는데?,0개,"['날개', '있다']"
414,namedNo,한국가수 뮤비에 한국인보다 외국인이 더많네..,29개,"['국가수', '뮤비', '한국인', '외국인', '더', '많다']"
415,주우,진짜 나만 그사람 본다는 뜻도있네,0개,"['진짜', '나', '사람', '보다', '뜻', '있다']"
416,도윤doyoun,5학년때 쌤이 이거 틀어줬을 때 생각난다.,0개,"['학년', '때', '쌤', '거', '틀어주다', '때', '생각나다']"
417,다메다메,"어릴때 네여친이 기억나네요ㅠ  기금 결혼 했지만 어릴때더 이뻤는데
기금도 예쁘고 사랑 잘하고
있습니다 이런 노래를
이런 사랑이 담긴 노래를
유튜브에 올려주셔서 
감사합니다 제여친도
저한테 붙어다니던 기억이 
나고 또나네요 이영상보고
이런 생각 했습니다
사랑하고 예쁘고 건강하게 
살자라는 감사하는 마음으로 
이영상 을밨습니다",1개,"['어리다', '때', '여친', '기억나다', '기금', '결혼', '하다', '어리다', '때더', '이쁘다', '기금', '예쁘다', '사랑', '하다', '있다', '이렇다', '노래', '이렇다', '사랑', '담기다', '노래', '유튜브', '올려주다', '감사하다', '여친', '저', '붙다', '기억', '나다', '또', '나다', '상보', '이렇다', '생각', '하다', '사랑', '예쁘다', '건강하다', '살', '감사하다', '마음', '영상', '을밨습니']"
418,극혐잼민,이때로 돌아가야하는데...,0개,"['때', '돌아가다']"
419,콩콩,어 .. 짱조아,0개,['조']
420,힙찔이닷컴,인물 실화냐?,0개,"['인물', '실화']"
421,공삼녀03,"나만 아직,봄인가?",0개,"['나', '봄']"
422,노먼,"왜 그럴까 사람들은 그냥 봄기운이 좋아
눈치 없이 밖을 나가는 걸까

1년뒤에 재평가 받는 가사",0개,"['왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '눈치', '밖', '나가다', '걸다', '재', '평가', '받다', '가사']"
423,이승진,나도 저 활 가지고 싶다.......,0개,"['나다', '저', '활', '가지', '싶다']"
424,늘봄,꺅 노래 잘듣고가용,0개,"['노래', '듣다']"
